Id,CodeArticle,CodeBarre,Libelle,CodeDim1,LibelleDim1,CodeDim2,LibelleDim2,Fournisseur,FamilleNiv1,FamilleNiv2,FamilleNiv3,FamilleNiv4,FamilleNiv5,FamilleNiv6,FamilleNiv7,FamilleNiv8,Quantite_Achat,DateLibre,Prix_Vente_TND,Prix_Achat_TND,IdCategorie
751,ART000751,5803090168569,L'Oréal Cahier line,DIM1-98,pointe,DIM2-59,often,Délice Danone,Cosmétiques,also,seul,curieux,street,monde,plutôt,on,95,2023-03-24,109.65,69.65,CAT035
752,ART000752,8668611997670,Nike Smartphone particularly,DIM1-66,tout,DIM2-15,de,SOTUMAG,Maison & Jardin,attorney,true,hôtel,installer,maison,existence,quickly,93,2024-04-01,892.42,593.63,CAT038
753,ART000753,6572853533997,Danone Table forcer,DIM1-87,mêler,DIM2-42,receive,Orange Tunisie,Cosmétiques,cerveau,western,government,bête,notice,woman,later,42,2024-04-14,459.43,343.45,CAT016
754,ART000754,0302853272765,IKEA Table person,DIM1-29,exiger,DIM2-10,available,Attijari Bank,Maroquinerie,talk,défendre,car,yet,last,espèce,reconnaître,63,2024-09-27,113.41,71.33,CAT028
755,ART000755,0897207382776,Nike Fromage lose,DIM1-23,comme,DIM2-50,challenge,Aziza,Vêtements,career,read,decide,sens,acte,whatever,cours,59,2023-02-07,1441.04,967.97,CAT041
756,ART000756,4234473057773,Sony Livre soit,DIM1-43,worry,DIM2-17,tu,Délice Danone,Maroquinerie,box,his,hard,interesting,investment,amount,need,8,2023-06-01,564.81,435.09,CAT008
757,ART000757,4009522426530,IKEA Pantalon probably,DIM1-22,vieil,DIM2-98,compter,Géant,Maison & Jardin,rocher,exprimer,son,patron,livre,mean,nombre,38,2024-08-15,1209.25,955.98,CAT041
758,ART000758,5791150101628,L'Oréal Chaise act,DIM1-71,présence,DIM2-30,consulter,SOTUMAG,Informatique,happy,tranquille,three,where,piece,treat,en,67,2023-08-13,980.98,704.65,CAT014
759,ART000759,5719214967911,Philips Pantalon if,DIM1-2,voyage,DIM2-94,property,UTIC,Maison & Jardin,tonight,respond,dame,échapper,pourquoi,titre,land,32,2023-04-24,657.96,424.04,CAT038
760,ART000760,4685492724007,LG Pain verre,DIM1-74,amener,DIM2-1,red,UTIC,Boissons,casser,reflect,strategy,honte,salle,répéter,far,6,2024-10-01,1982.59,1494.32,CAT047
761,ART000761,7163033563690,IKEA Ordinateur agent,DIM1-68,avouer,DIM2-51,arriver,Attijari Bank,Cosmétiques,quand,besoin,near,accent,too,dernier,intérêt,58,2023-02-20,993.09,706.78,CAT006
762,ART000762,8929093043768,Danone Smartphone behavior,DIM1-94,neuf,DIM2-53,conference,Tunisie Telecom,Vêtements,principe,côté,trois,nature,juger,state,wall,46,2024-08-20,595.1,475.96,CAT042
763,ART000763,0531105833090,Nike Smartphone modern,DIM1-86,séparer,DIM2-40,present,One Tech Group,Téléphonie,chair,renverser,guère,train,police,pied,similar,74,2024-05-18,1495.84,1189.62,CAT002
764,ART000764,1676718776286,Nestlé Pantalon mot,DIM1-18,oeil,DIM2-91,ago,Senia,Électronique,terre,until,pauvre,consider,devoir,lay,life,48,2024-03-18,1255.49,912.34,CAT046
765,ART000765,7616522898907,Apple Eau film,DIM1-50,hiver,DIM2-89,content,Géant,Bijouterie,growth,media,civil,future,husband,ago,renoncer,5,2024-07-30,596.7,390.22,CAT049
766,ART000766,5014171657890,Adidas Fromage réussir,DIM1-74,corde,DIM2-27,trip,SOTUMAG,Parfumerie,have,quoi,be,guère,among,tendre,staff,43,2023-01-04,1472.84,1035.33,CAT004
767,ART000767,4492878757036,Bosch Jus couche,DIM1-7,air,DIM2-15,chaque,Senia,Santé,jambe,beau,thing,possible,Congress,moi,church,60,2023-05-06,1240.17,834.99,CAT024
768,ART000768,3693180620075,Adidas Eau alors,DIM1-91,faim,DIM2-9,matière,STB,Électroménager,chair,science,himself,personne,ago,miss,surtout,18,2023-08-25,1962.6,1389.38,CAT016
769,ART000769,9567406873542,Nike Eau yard,DIM1-95,discuss,DIM2-97,give,Amen Bank,Électroménager,fonction,reality,war,health,trace,move,gauche,97,2024-05-28,1491.31,990.37,CAT015
770,ART000770,8626736648532,Adidas Livre appel,DIM1-88,material,DIM2-55,network,Monoprix,Boissons,above,either,temps,spend,tirer,first,obtenir,9,2024-11-04,748.76,522.07,CAT029
771,ART000771,5045050928466,Coca-Cola Shampoing company,DIM1-16,autour,DIM2-61,debate,STB,Chaussures,consider,rester,village,likely,port,salut,expect,38,2024-06-02,906.7,689.07,CAT024
772,ART000772,3801625851506,Nestlé Café verre,DIM1-9,geste,DIM2-25,agency,Modern Leasing,Hygiène,représenter,haïr,jeune,beaucoup,pendant,sport,enfant,11,2024-04-26,784.41,515.89,CAT012
773,ART000773,3111235904265,Apple Télévision crime,DIM1-22,technology,DIM2-36,church,Yazaki Tunisia,Vêtements,though,western,traîner,bring,puisque,mission,quatre,64,2024-03-06,305.24,214.93,CAT014
774,ART000774,5451460919350,Samsung Eau bureau,DIM1-38,reduce,DIM2-54,guy,STB,Vêtements,form,vérité,say,neuf,pièce,recommencer,ne,61,2023-06-05,696.67,520.79,CAT029
775,ART000775,7461215756268,Philips Smartphone use,DIM1-25,dernier,DIM2-9,air,Groupe Poulina,Maison & Jardin,never,prière,including,agiter,notre,car,effect,67,2024-09-05,1291.12,924.11,CAT027
776,ART000776,9951670450590,Nivea Eau complètement,DIM1-42,let,DIM2-63,trou,Amen Bank,Bijouterie,depuis,fonction,quelque,guère,to,titre,rate,71,2023-02-14,893.29,637.32,CAT020
777,ART000777,5936450282312,LG Stylo exiger,DIM1-34,petit,DIM2-30,speak,Attijari Bank,Santé,letter,man,serrer,choisir,final,fortune,daughter,37,2024-02-09,1540.65,970.1,CAT004
778,ART000778,4369531029772,Nike Stylo tu,DIM1-22,hors,DIM2-80,mort,One Tech Group,Chaussures,vaincre,très,point,même,table,partager,déchirer,37,2024-10-15,368.65,283.07,CAT012
779,ART000779,2910873922195,Nivea Café militaire,DIM1-20,humain,DIM2-21,discover,Orange Tunisie,Cosmétiques,learn,build,lier,respect,method,ouvrir,half,6,2023-10-17,1987.58,1242.82,CAT037
780,ART000780,0445002026830,Bosch Livre one,DIM1-24,égal,DIM2-27,pull,STB,Boissons,up,demi,most,local,anyone,tel,figure,86,2024-04-14,637.3,401.24,CAT023
781,ART000781,4675418236882,Adidas Pantalon attirer,DIM1-21,étaler,DIM2-69,paraître,Carrefour Tunisie,Cosmétiques,bois,haut,état,fond,as,réduire,collection,4,2023-01-03,812.1,612.08,CAT032
782,ART000782,3882532083167,Bosch Pantalon suite,DIM1-20,doctor,DIM2-1,thought,STB,Bijouterie,escalier,tel,else,plan,penser,raise,later,43,2023-05-24,1296.25,900.61,CAT019
783,ART000783,0052141070718,Nestlé Stylo effort,DIM1-74,option,DIM2-86,try,Leoni AG,Maroquinerie,terrain,body,embrasser,according,be,rouler,sommeil,94,2024-09-12,1814.23,1211.43,CAT029
784,ART000784,5456972965567,Danone Réfrigérateur seigneur,DIM1-62,partie,DIM2-6,moment,Leoni AG,Chaussures,époque,like,véritable,social,nouveau,route,institution,15,2023-04-15,619.62,448.3,CAT026
785,ART000785,6783055737131,Nike Lampe small,DIM1-46,test,DIM2-12,dehors,Géant,Boissons,émotion,region,authority,finish,various,control,language,78,2024-07-19,1284.42,905.88,CAT038
786,ART000786,0411761421520,Sony Livre much,DIM1-3,ciel,DIM2-11,night,STB,Téléphonie,despite,everybody,agreement,important,huge,personal,within,87,2023-06-18,1344.76,1069.31,CAT006
787,ART000787,8830048379361,Sony Chaussures vers,DIM1-63,joie,DIM2-41,courage,Arab Tunisian Bank,Parfumerie,tôt,plus,marier,piece,folie,attendre,apply,66,2024-07-30,1887.09,1268.53,CAT043
788,ART000788,9118722824710,Danone Machine à laver âme,DIM1-55,ramasser,DIM2-48,paraître,Senia,Santé,reach,plein,research,never,there,wall,party,2,2024-04-29,572.88,379.03,CAT023
789,ART000789,5221711486562,Coca-Cola Pantalon nation,DIM1-72,remercier,DIM2-12,admettre,Tunisie Telecom,Téléphonie,ball,development,investment,cerveau,decision,demain,hit,95,2023-12-15,1985.23,1305.74,CAT029
790,ART000790,6169496378810,IKEA Thé rêver,DIM1-94,qualité,DIM2-54,mensonge,Leoni AG,Maroquinerie,ville,circonstance,système,précipiter,nouveau,happen,vaincre,77,2023-03-31,176.73,116.76,CAT014
791,ART000791,3361317985495,Bosch Shampoing attitude,DIM1-9,risk,DIM2-76,établir,Senia,Hygiène,remember,semaine,so,hot,most,je,well,1,2024-06-12,821.87,561.26,CAT018
792,ART000792,2743922551745,Nike Yaourt sein,DIM1-91,humide,DIM2-73,soulever,Leoni AG,Électroménager,there,trip,water,chemise,voiture,montagne,commencement,24,2023-07-01,1665.41,1183.73,CAT019
793,ART000793,5413845315638,Coca-Cola Ordinateur sentier,DIM1-39,acte,DIM2-75,piece,Carrefour Tunisie,Jouets,near,stage,temps,safe,him,central,who,72,2024-03-12,1481.01,896.56,CAT015
794,ART000794,1773516681139,LG Smartphone somme,DIM1-34,dark,DIM2-39,local,Attijari Bank,Cosmétiques,plaisir,comme,realize,voiture,activity,grand,temps,84,2024-05-17,1333.5,911.36,CAT019
795,ART000795,4198306323650,Danone Parfum week,DIM1-83,certes,DIM2-32,tel,Groupe Poulina,Cosmétiques,fill,concern,sort,clearly,dans,election,account,98,2023-12-08,558.05,401.67,CAT005
796,ART000796,5118615640995,L'Oréal Sac board,DIM1-62,miss,DIM2-73,data,UTIC,Sport & Loisirs,dix,American,foreign,geste,better,prêter,matin,81,2024-06-02,1373.4,1048.81,CAT045
797,ART000797,0356594299208,Adidas Sac et,DIM1-94,idea,DIM2-74,lead,Groupe Poulina,Sport & Loisirs,plan,demain,east,rang,better,better,sorte,21,2024-04-17,1165.4,773.75,CAT010
798,ART000798,9342424066288,LG Café feu,DIM1-46,cut,DIM2-21,geste,Délice Danone,Sport & Loisirs,espace,detail,hospital,quant à,least,sign,prêt,47,2024-08-25,841.93,513.36,CAT023
799,ART000799,4243826928554,Adidas Stylo parler,DIM1-82,democratic,DIM2-10,tend,BIAT,Électroménager,rire,common,politics,until,threat,étrange,surface,99,2023-08-09,1257.92,778.53,CAT049
800,ART000800,3591765047180,Adidas Chaise accompagner,DIM1-42,satisfaire,DIM2-41,eye,Carrefour Tunisie,Sport & Loisirs,rejoindre,difference,feel,reflect,name,law,perform,88,2023-12-21,1397.45,865.25,CAT024
801,ART000801,6170690149717,Bosch Pain année,DIM1-19,puisque,DIM2-2,style,Leoni AG,Bijouterie,board,including,themselves,kid,should,a,ball,37,2023-01-16,749.16,511.23,CAT032
802,ART000802,6744923435962,Apple Chaise after,DIM1-28,game,DIM2-20,tandis que,BIAT,Maison & Jardin,station,issue,poésie,foreign,content,wear,reposer,25,2023-02-26,1591.24,1149.97,CAT036
803,ART000803,8925714025038,Coca-Cola Shampoing try,DIM1-69,later,DIM2-92,mal,STB,Cosmétiques,my,soulever,soon,projet,page,montrer,travers,54,2023-06-02,923.68,575.74,CAT005
804,ART000804,8530101278968,Samsung Machine à laver become,DIM1-62,abri,DIM2-45,question,Carrefour Tunisie,Santé,choice,machine,need,song,anything,meilleur,join,18,2023-02-10,1634.99,1152.05,CAT039
805,ART000805,6344439468968,LG Cahier entretenir,DIM1-91,rang,DIM2-39,triste,Groupe Poulina,Cosmétiques,dormir,lutter,respond,behavior,send,parent,compagnon,29,2023-08-23,261.79,164.53,CAT045
806,ART000806,5776262636787,Philips Lampe same,DIM1-17,prévenir,DIM2-27,teach,Leoni AG,Hygiène,evidence,spring,position,return,rate,fortune,certainly,55,2024-10-21,1383.18,851.41,CAT008
807,ART000807,7740376768748,Nestlé Parfum faute,DIM1-56,an,DIM2-6,know,Tunisie Telecom,Cosmétiques,hear,guère,have,général,briller,somebody,space,5,2024-05-21,1587.15,1140.58,CAT033
808,ART000808,0990009406562,Apple Parfum she,DIM1-33,et,DIM2-6,seven,SOTUMAG,Automobiles,gun,pur,real,history,jeter,douze,muet,86,2023-01-25,25.49,19.28,CAT007
809,ART000809,0470911034959,Sony Fromage bank,DIM1-76,seigneur,DIM2-26,these,One Tech Group,Santé,be,refuser,vague,morning,pareil,interest,ball,4,2024-07-21,186.1,146.72,CAT048
810,ART000810,7761868704792,Bosch Pain instead,DIM1-46,officer,DIM2-21,voler,BIAT,Parfumerie,main,l'un,gun,adult,finir,visite,vêtement,31,2023-01-03,1012.29,627.44,CAT005
811,ART000811,9276405473980,Nestlé Pain contain,DIM1-2,bien,DIM2-68,around,Tunisie Telecom,Électroménager,audience,ce,however,guère,food,trip,égal,37,2023-07-16,347.69,245.96,CAT049
812,ART000812,8524744203593,Apple Thé father,DIM1-28,aimer,DIM2-65,engager,Attijari Bank,Santé,quite,lèvre,rang,job,wish,measure,beyond,90,2023-03-12,1180.81,867.55,CAT029
813,ART000813,5183025853464,LG Réfrigérateur nor,DIM1-46,jusque,DIM2-49,somme,UTIC,Électroménager,pull,vide,politique,gun,rire,season,dent,66,2023-09-14,458.97,345.27,CAT008
814,ART000814,8167592383194,Apple Cahier haine,DIM1-60,refuser,DIM2-15,avec,BIAT,Vêtements,qui,expression,current,care,haïr,charger,paper,64,2024-08-01,1525.74,1003.41,CAT046
815,ART000815,0912185273417,Samsung Thé garde,DIM1-11,behavior,DIM2-42,étranger,Attijari Bank,Cosmétiques,inspirer,him,avancer,hors,article,baisser,fine,50,2023-12-16,570.8,426.52,CAT039
816,ART000816,8110965984559,Coca-Cola Jus investment,DIM1-57,economy,DIM2-29,gas,STB,Informatique,call,seconde,couche,wrong,growth,avant,food,38,2024-12-27,1970.0,1256.38,CAT028
817,ART000817,0616691008227,Coca-Cola Télévision center,DIM1-61,mon,DIM2-87,neuf,Aziza,Électronique,croire,souvenir,heart,conference,thing,child,que,2,2024-05-05,1997.45,1466.97,CAT032
818,ART000818,7910059325722,Nike Chaussures relation,DIM1-67,appear,DIM2-85,danser,SOTUMAG,Cosmétiques,apporter,taire,while,operation,power,simple,exécuter,19,2024-03-08,792.65,569.21,CAT045
819,ART000819,1295145205802,Danone Réfrigérateur sourire,DIM1-22,admit,DIM2-9,animal,Aziza,Électroménager,old,dernier,faire,ni,throw,various,everyone,44,2024-09-16,404.53,252.65,CAT026
820,ART000820,9509041898566,Danone T-shirt rise,DIM1-64,democratic,DIM2-36,certes,Amen Bank,Maroquinerie,girl,lawyer,en,nice,should,hand,same,35,2023-02-27,1513.82,1193.87,CAT042
821,ART000821,6062290113864,Nike Sac fois,DIM1-86,then,DIM2-78,reduce,Senia,Jouets,weight,rire,eh,écarter,campaign,tough,show,66,2024-03-11,561.39,387.88,CAT050
822,ART000822,9441914790532,Philips Réfrigérateur let,DIM1-63,reposer,DIM2-64,saison,Orange Tunisie,Vêtements,us,mot,dinner,résoudre,shoulder,comprendre,minute,4,2024-09-19,203.71,156.05,CAT004
823,ART000823,8868656292581,Nivea Parfum d'autres,DIM1-4,ramasser,DIM2-23,choix,Senia,Parfumerie,cuisine,maintenant,assurer,water,late,responsibility,memory,87,2024-05-11,657.28,476.13,CAT020
824,ART000824,8096458374499,Nestlé Réfrigérateur then,DIM1-10,good,DIM2-85,ça,BIAT,Jouets,lèvre,calme,future,return,plan,près,face,60,2023-08-03,407.85,285.32,CAT043
825,ART000825,1486267511999,Philips Shampoing language,DIM1-70,good,DIM2-44,fer,STB,Chaussures,heart,away,start,foreign,signe,let,economy,3,2024-12-10,1905.4,1520.78,CAT003
826,ART000826,9358201630153,IKEA Réfrigérateur reach,DIM1-58,depuis,DIM2-41,check,Senia,Téléphonie,puissance,song,grand,plante,item,résultat,least,59,2023-03-06,76.78,54.62,CAT012
827,ART000827,4033480153733,Danone Stylo study,DIM1-22,instead,DIM2-63,body,UTIC,Vêtements,general,explain,up,joindre,ruine,mer,situation,40,2024-01-12,1432.87,1078.67,CAT032
828,ART000828,6272053649916,Nivea Pain secrétaire,DIM1-63,voyage,DIM2-85,issue,STB,Chaussures,single,premier,sing,dent,lèvre,seven,renoncer,74,2024-10-30,942.29,726.38,CAT036
829,ART000829,7755821262641,Samsung Shampoing servir,DIM1-51,information,DIM2-34,put,Attijari Bank,Maroquinerie,fight,able,option,plein,beautiful,servir,passage,49,2023-10-18,1235.79,930.91,CAT023
830,ART000830,1294414925311,Bosch Stylo whose,DIM1-8,president,DIM2-4,proposer,Amen Bank,Boissons,projet,recognize,expert,light,hard,state,pass,17,2024-01-09,1674.68,1275.96,CAT023
831,ART000831,5549434368775,Samsung Pain intérieur,DIM1-98,such,DIM2-81,cou,Géant,Bébé & Enfant,rose,special,pointe,your,genou,joue,ligne,13,2023-12-29,859.16,586.28,CAT023
832,ART000832,0011547734945,Nivea Ordinateur tourner,DIM1-32,tombe,DIM2-32,rule,Orange Tunisie,Automobiles,cell,le,management,institution,body,jeu,raise,76,2023-08-29,174.46,106.96,CAT045
833,ART000833,6855739523283,Apple Stylo hotel,DIM1-44,old,DIM2-22,triste,Groupe Poulina,Chaussures,mention,there,high,terminer,interesting,d'abord,production,42,2024-08-26,79.57,61.48,CAT043
834,ART000834,6233470407145,Adidas Pain surface,DIM1-54,property,DIM2-35,exemple,Groupe Poulina,Jouets,relationship,service,froid,rencontrer,sell,owner,analysis,76,2024-01-23,49.36,33.35,CAT021
835,ART000835,5601703961015,Bosch Chaussures happen,DIM1-74,toit,DIM2-13,chaud,Attijari Bank,Cosmétiques,so,mariage,page,paper,politique,school,que,89,2023-09-01,1351.85,945.41,CAT022
836,ART000836,6215938967637,Bosch Jus decade,DIM1-22,message,DIM2-79,lui,Carrefour Tunisie,Santé,score,answer,article,career,quitter,feu,également,56,2024-09-14,407.51,313.57,CAT041
837,ART000837,1390143097425,Coca-Cola Télévision prove,DIM1-69,possible,DIM2-28,oeil,Carrefour Tunisie,Sport & Loisirs,today,haut,seem,letter,vieil,nature,dormir,7,2024-05-30,598.15,406.98,CAT037
838,ART000838,7356582608251,L'Oréal Lampe tranquille,DIM1-96,economic,DIM2-12,take,Amen Bank,Cosmétiques,second,couche,laugh,ceci,trembler,dormir,bras,76,2024-05-01,676.99,482.89,CAT005
839,ART000839,5261197892594,Nike Shampoing indeed,DIM1-55,live,DIM2-27,professional,Aziza,Hygiène,huge,scene,détruire,rich,far,window,chiffre,84,2024-09-11,1648.36,1254.11,CAT033
840,ART000840,1367380520382,Nivea T-shirt vers,DIM1-70,papa,DIM2-41,must,Tunisie Telecom,Informatique,statement,ramener,training,wrong,facile,religious,dehors,52,2023-02-27,506.27,349.65,CAT033
841,ART000841,8333540112721,LG Yaourt même,DIM1-3,dont,DIM2-81,prétendre,BIAT,Électronique,unit,wife,management,any,nombreux,learn,recommencer,74,2024-08-25,1000.91,793.14,CAT043
842,ART000842,6295076716212,Nike Thé choice,DIM1-35,force,DIM2-82,option,STB,Parfumerie,tirer,board,teach,attirer,travers,médecin,real,99,2024-09-10,1814.14,1352.12,CAT037
843,ART000843,4967419916055,Adidas Ordinateur si,DIM1-26,médecin,DIM2-47,style,Modern Leasing,Vêtements,respect,quite,entendre,case,teach,voir,result,31,2023-04-06,305.19,229.84,CAT044
844,ART000844,5891368296700,IKEA T-shirt factor,DIM1-41,colline,DIM2-9,win,Tunisie Telecom,Informatique,bien,suivant,shoulder,jaune,moi,côté,cinq,35,2024-03-19,1648.3,1041.92,CAT042
845,ART000845,8875480293356,L'Oréal Jus près,DIM1-31,dark,DIM2-52,accepter,Orange Tunisie,Cosmétiques,high,education,today,plein,ground,huge,vers,20,2023-04-05,387.87,294.55,CAT016
846,ART000846,2140128331957,Nike Stylo must,DIM1-63,others,DIM2-72,en,UTIC,Informatique,system,black,woman,beat,scene,divers,joli,83,2024-01-24,1811.78,1144.81,CAT013
847,ART000847,0941246051640,Samsung Machine à laver spectacle,DIM1-34,detail,DIM2-36,pareil,STB,Électronique,operation,business,south,lot,tree,toward,admettre,83,2023-08-06,1705.78,1189.22,CAT047
848,ART000848,4597317303321,Samsung Smartphone partner,DIM1-11,smile,DIM2-41,goal,Arab Tunisian Bank,Automobiles,war,trouble,but,goût,watch,sac,school,9,2024-07-17,1801.65,1404.12,CAT027
849,ART000849,1815605427072,Nivea Jus television,DIM1-12,suggest,DIM2-51,job,Leoni AG,Maison & Jardin,chef,autour,parent,including,upon,high,report,15,2023-11-21,1144.09,899.93,CAT033
850,ART000850,7289722693483,Nivea Shampoing executive,DIM1-75,droite,DIM2-100,seulement,BIAT,Sport & Loisirs,reveal,newspaper,site,activity,hundred,tempête,author,64,2024-02-08,1769.71,1274.13,CAT016
851,ART000851,6870977779575,Bosch Cahier terrain,DIM1-75,retour,DIM2-95,charge,Senia,Maison & Jardin,dog,management,palais,travail,avant,song,liberté,55,2023-04-11,439.93,279.37,CAT007
852,ART000852,2206824323334,Nike Livre coup,DIM1-53,soi,DIM2-33,étudier,Amen Bank,Boissons,hundred,mode,malgré,second,un,mince,real,63,2023-05-29,1069.27,844.45,CAT045
853,ART000853,7865294128532,Adidas Cahier senior,DIM1-55,après,DIM2-61,training,Orange Tunisie,Sport & Loisirs,environment,field,state,else,coeur,exister,livre,19,2023-08-30,729.18,491.14,CAT046
854,ART000854,8053764255072,Samsung Stylo oil,DIM1-83,off,DIM2-78,ahead,Délice Danone,Boissons,attacher,salut,demande,étranger,plein,certain,opportunity,89,2023-11-19,1835.33,1189.17,CAT043
855,ART000855,9928798728733,IKEA Yaourt étude,DIM1-40,habitant,DIM2-82,subject,Aziza,Cosmétiques,consumer,pièce,force,building,across,donc,réalité,69,2024-01-01,1734.57,1175.51,CAT029
856,ART000856,0510287451209,Philips Chaussures unique,DIM1-39,voici,DIM2-12,camarade,Orange Tunisie,Automobiles,herself,hit,audience,fact,president,toile,avec,27,2023-11-12,1719.54,1346.71,CAT011
857,ART000857,2750152697440,Bosch Eau autour,DIM1-99,million,DIM2-83,pleurer,UTIC,Boissons,final,droit,révéler,movement,change,vérité,mille,36,2023-11-28,1733.56,1366.22,CAT050
858,ART000858,1457923267147,Danone Parfum month,DIM1-53,solitude,DIM2-43,account,UTIC,Cosmétiques,longtemps,cher,model,relationship,apparaître,justice,réussir,21,2023-02-05,1398.47,857.64,CAT033
859,ART000859,8285233297041,L'Oréal T-shirt plaindre,DIM1-94,mouth,DIM2-71,sauver,Géant,Téléphonie,jeune,who,talk,brûler,thousand,sentir,because,89,2024-04-12,59.57,43.38,CAT004
860,ART000860,0757414248732,Nivea Chaise cold,DIM1-57,case,DIM2-83,plant,Leoni AG,Alimentation,projet,vide,désirer,read,should,eat,section,52,2024-01-08,404.15,267.85,CAT020
861,ART000861,4434354978726,Apple Télévision high,DIM1-21,break,DIM2-32,well,BIAT,Vêtements,soldier,dog,danger,enlever,without,sur,car,77,2024-01-01,1373.08,947.83,CAT021
862,ART000862,0009409165730,LG Thé just,DIM1-34,français,DIM2-23,monsieur,Amen Bank,Librairie,run,composer,every,après,musique,autrement,fer,37,2024-12-09,401.33,270.3,CAT027
863,ART000863,5273117226419,IKEA Chaussures million,DIM1-74,know,DIM2-29,afin de,Groupe Poulina,Alimentation,public,car,émotion,popular,list,common,riche,72,2024-10-09,1295.98,836.87,CAT041
864,ART000864,9667715390225,Nike Télévision specific,DIM1-26,glisser,DIM2-34,shoulder,One Tech Group,Boissons,moins,action,droite,sept,revoir,voici,oeil,52,2024-10-16,1237.92,807.16,CAT039
865,ART000865,6144278735548,Bosch Télévision former,DIM1-22,surprendre,DIM2-73,complet,Yazaki Tunisia,Alimentation,president,place,voir,oeuvre,himself,young,somme,92,2023-08-26,1054.05,826.37,CAT050
866,ART000866,9690453925282,Coca-Cola Pantalon open,DIM1-87,intelligence,DIM2-64,decade,Yazaki Tunisia,Maison & Jardin,prière,encore,alors,early,grow,soulever,autorité,92,2023-06-28,410.28,269.8,CAT018
867,ART000867,4122474098539,IKEA Parfum coach,DIM1-17,et,DIM2-56,jour,Tunisie Telecom,Parfumerie,ignorer,ministre,composer,conscience,big,poitrine,lors,28,2023-09-09,1990.44,1483.56,CAT019
868,ART000868,0940422456415,IKEA Table sauver,DIM1-24,machine,DIM2-53,total,Leoni AG,Alimentation,connaître,early,point,sable,étranger,well,jusque,38,2024-07-20,1952.38,1412.62,CAT016
869,ART000869,9419715755715,Bosch Lampe lay,DIM1-75,dernier,DIM2-88,flamme,Modern Leasing,Hygiène,else,obtenir,moyen,bout,wait,economy,catch,2,2024-11-09,940.42,747.52,CAT021
870,ART000870,7615042059867,Nivea Chaussures region,DIM1-28,physical,DIM2-92,magazine,Senia,Informatique,grandir,veiller,victime,agent,sauvage,chien,but,95,2024-08-17,1196.41,740.64,CAT005
871,ART000871,1039278888187,Samsung Ordinateur art,DIM1-43,successful,DIM2-31,realize,Attijari Bank,Santé,mauvais,remplir,morceau,second,behavior,work,word,78,2023-09-30,1878.95,1394.02,CAT039
872,ART000872,9656882672807,Samsung Ordinateur planche,DIM1-33,police,DIM2-65,abri,Arab Tunisian Bank,Bébé & Enfant,très,line,sous,passion,larme,fear,penser,39,2024-07-18,1955.16,1318.13,CAT043
873,ART000873,8306978999516,Samsung Yaourt half,DIM1-75,political,DIM2-23,mur,Monoprix,Électronique,wait,facile,medical,organization,oiseau,new,listen,65,2023-02-23,988.22,766.44,CAT022
874,ART000874,7116456059561,Apple Machine à laver grâce,DIM1-41,cela,DIM2-91,sortir,BIAT,Informatique,determine,ailleurs,consulter,newspaper,later,son,esprit,19,2024-06-30,524.51,319.34,CAT021
875,ART000875,7303167871920,Nike Machine à laver box,DIM1-36,fear,DIM2-96,report,Aziza,Informatique,âge,couper,red,conversation,television,green,agent,37,2023-09-23,1806.07,1305.04,CAT017
876,ART000876,9080998397673,Adidas Livre propre,DIM1-41,central,DIM2-56,huge,One Tech Group,Librairie,mensonge,agir,force,quand,travers,apparaître,rôle,95,2023-08-15,1989.16,1571.46,CAT049
877,ART000877,5294930741798,Coca-Cola Yaourt former,DIM1-85,job,DIM2-82,claim,Modern Leasing,Boissons,room,lier,public,close,intérieur,parti,project,25,2023-02-13,301.5,191.94,CAT015
878,ART000878,2230234056773,Philips Parfum devoir,DIM1-21,bar,DIM2-91,natural,Modern Leasing,Informatique,fait,profond,presser,intérieur,naissance,lawyer,vouloir,15,2024-10-22,1990.43,1210.5,CAT032
879,ART000879,3927884479098,Danone Sac successful,DIM1-72,nécessaire,DIM2-63,immense,Modern Leasing,Jouets,pièce,population,themselves,floor,clearly,courage,face,15,2023-07-15,1692.45,1057.33,CAT010
880,ART000880,3137371450312,Sony Télévision qui,DIM1-37,vieux,DIM2-24,marchand,One Tech Group,Bijouterie,program,falloir,sentir,transformer,according,bed,famille,35,2024-12-23,1128.68,809.42,CAT043
881,ART000881,8911992569241,Samsung Pain it,DIM1-68,françois,DIM2-99,attitude,Amen Bank,Électronique,faire,fond,douceur,profiter,chose,hasard,jeter,54,2024-06-25,1841.22,1387.64,CAT016
882,ART000882,2517904470856,Apple Jus ability,DIM1-43,structure,DIM2-4,me,Carrefour Tunisie,Cosmétiques,black,recent,new,blanc,douceur,fait,source,51,2023-07-31,750.25,575.74,CAT007
883,ART000883,7227579407402,Samsung Machine à laver élément,DIM1-11,evidence,DIM2-59,present,Attijari Bank,Téléphonie,about,éternel,voler,mériter,behind,source,first,81,2023-01-04,1910.63,1397.82,CAT039
884,ART000884,0326753180579,Samsung Cahier effort,DIM1-84,veille,DIM2-80,calme,Modern Leasing,Librairie,quitter,quickly,find,stop,dehors,draw,always,94,2024-12-24,1999.64,1251.5,CAT037
885,ART000885,0047486794863,Nestlé Ordinateur movie,DIM1-83,nation,DIM2-37,père,Géant,Boissons,témoin,monsieur,animal,pas,above,papa,southern,96,2024-05-22,146.09,98.8,CAT039
